y,x1,x2,x3,x4,x5,x6
2113,R100 ,R134 ,16154.26,0.94,82041,5
2114,R400 ,R454 ,12706.22,0.74,79999,3
2115,R200 ,R208 ,12969.02,0.76,84158,9
2118,R300 ,R314 ,17591.29,1.03,101926,4
2119,R100 ,R171 ,13437.88,0.78,77429,5
2120,R400 ,R447 ,13448.13,0.78,80226,1
2121,R300 ,R334 ,15421.05,0.9,84352,4
2122,R100 ,R122 ,16351.93,0.95,79868,5
2123,R100 ,R178 ,18344.56,1.07,79905,8
2124,R400 ,R421 ,24831.76,1.45,86198,3
2125,R100 ,R107 ,16321.94,0.95,79771,7
2126,R300 ,R333 ,14207.28,0.83,80194,4
2127,R400 ,R439 ,14587.04,0.85,79317,1
2128,R200 ,R202 ,18280.45,1.07,81453,9
2129,R300 ,R336 ,13316.84,0.78,77316,4
2130,R400 ,R447 ,16133.54,0.94,80237,1
2131,R400 ,R421 ,16672.83,0.97,80356,3
2132,R300 ,R355 ,13031.92,0.76,96653,4
2133,R400 ,R415 ,13025,0.76,82355,3
2134,R300 ,R358 ,18768.16,1.09,80517,4
2135,R100 ,R126 ,11790.14,0.69,82548,5
2136,R200 ,R259 ,12598.14,0.73,81907,10
2137,R300 ,R336 ,29282.46,1.71,85373,4
2138,R400 ,R466 ,15357.32,0.9,96757,3
2139,R300 ,R311 ,11320.49,0.66,83197,6
2140,R300 ,R376 ,18635.02,1.09,101204,9
2141,R400 ,R419 ,17782.43,1.04,82185,2
2142,R300 ,R326 ,14030.84,0.82,95921,6
2143,R200 ,R209 ,18214.6,1.06,88818,9
2144,R300 ,R364 ,12214.72,0.71,82363,6
2145,R300 ,R321 ,15779.07,0.92,95958,6
2146,R300 ,R318 ,19087.89,1.11,100315,4
2147,R200 ,R217 ,15700.89,0.92,82594,9
2149,R300 ,R375 ,13284.48,0.77,82217,9
2150,R100 ,R178 ,14546.06,0.85,82403,8
2151,R200 ,R202 ,18247.93,1.06,84705,9
2152,R300 ,R305 ,12708.48,0.74,82672,6
2153,R300 ,R340 ,11820.02,0.69,82680,4
2154,R300 ,R359 ,13939.34,0.81,81971,4
2155,R300 ,R315 ,11028.44,0.64,82218,4
2156,R400 ,R460 ,15043.97,0.88,80276,1
2157,R100 ,R170 ,11986.52,0.7,82655,5
2158,R400 ,R467 ,12458.49,0.73,82241,2
2159,R100 ,R174 ,9543.22,0.56,83075,5
2161,R100 ,R170 ,15143.77,0.88,82722,5
2163,R200 ,R261 ,17502.73,1.02,82555,9
2164,R300 ,R380 ,13939.14,0.81,82340,9
2165,R200 ,R261 ,18428.88,1.07,84447,9
2166,R400 ,R447 ,12957.95,0.76,82709,1
2167,R400 ,R428 ,13447.78,0.78,82544,1
2168,R300 ,R371 ,11369.85,0.66,82675,4
2169,R300 ,R362 ,20325.35,1.19,95961,4
2170,R400 ,R422 ,12172.56,0.71,82272,2
2171,R300 ,R335 ,15182.74,0.89,82583,4
2172,R400 ,R453 ,14327.61,0.84,83077,3
2173,R400 ,R470 ,12794.02,0.75,82181,1
2174,R300 ,R346 ,12391.72,0.72,82601,4
2175,R400 ,R466 ,10997.7,0.64,82857,3
2176,R300 ,R379 ,25009.47,1.46,83900,9
2177,R100 ,R115 ,13191.28,0.77,82115,5
2178,R100 ,R135 ,21199.34,1.24,80171,5
2179,R200 ,R217 ,11191.94,0.65,82666,9
2180,R100 ,R114 ,19791.33,1.15,98251,5
2181,R400 ,R422 ,12618.57,0.74,84927,2
2182,R400 ,R447 ,12903.72,0.75,82275,1
2183,R100 ,R175 ,14774.68,0.86,95872,8
2184,R400 ,R454 ,14525.17,0.85,82530,3
2185,R200 ,R211 ,14338.59,0.84,84052,9
2186,R400 ,R431 ,13942.39,0.81,82838,3
2187,R300 ,R327 ,10701.3,0.62,81841,6
2188,R300 ,R349 ,21189.37,1.24,82204,4
2189,R100 ,R101 ,24105.11,1.41,98135,5
2190,R300 ,R352 ,12424.24,0.72,81751,6
2191,R400 ,R416 ,9003.96,0.53,81839,2
2192,R200 ,R264 ,13160.13,0.77,82140,10
2193,R100 ,R131 ,21700.84,1.27,104591,5
2194,R100 ,R143 ,21255.94,1.24,83071,8
2195,R200 ,R232 ,81115.94,4.73,81631,9
2196,R300 ,R367 ,11416.52,0.67,83971,4
2197,R100 ,R175 ,20485.02,1.19,95794,8
2199,R100 ,R110 ,15465.15,0.9,82252,5
2200,R100 ,R126 ,17905.31,1.04,98368,5
2201,R400 ,R430 ,15054.4,0.88,82198,3
2202,R400 ,R431 ,19492.92,1.14,84493,3
2203,R300 ,R370 ,12279.02,0.72,82433,3
2204,R100 ,R167 ,13945.06,0.81,82000,6
2205,R300 ,R311 ,11948.89,0.7,82517,6
2206,R100 ,R161 ,17124.9,1,82683,10
2207,R100 ,R135 ,13115.65,0.76,82368,5
2208,R300 ,R348 ,15921.09,0.93,82277,4
2210,R300 ,R310 ,20953.26,1.22,98033,4
2211,R400 ,R416 ,11981.49,0.7,82314,2
2212,R400 ,R423 ,24660.11,1.44,91947,2
2213,R400 ,R439 ,12549.89,0.73,82258,1
2214,R200 ,R208 ,14361.37,0.84,83147,9
2216,R300 ,R374 ,19632.56,1.15,95591,6
2217,R100 ,R133 ,15569.67,0.91,82555,5
2218,R100 ,R176 ,19129.39,1.12,95853,8
2219,R100 ,R177 ,20773.99,1.21,95921,8
2220,R300 ,R301 ,19264.01,1.12,95883,6
2221,R100 ,R177 ,19171.12,1.12,98530,8
2222,R100 ,R123 ,15223.32,0.89,82572,7
2223,R100 ,R131 ,12062.63,0.7,82769,5
2224,R300 ,R305 ,12026.39,0.7,82008,6
2225,R100 ,R179 ,15380.23,0.9,82815,8
2226,R100 ,R174 ,13300.03,0.78,79568,5
2227,R300 ,R375 ,18671.34,1.09,97381,9
2228,R100 ,R174 ,12586.78,0.73,79749,5
2229,R100 ,R102 ,28290.13,1.65,104399,5
2230,R100 ,R137 ,20244.76,1.18,82346,5
2231,R400 ,R454 ,12315.13,0.72,82023,3
2232,R200 ,R201 ,16960.15,0.99,84026,9
2233,R300 ,R315 ,14477.09,0.84,97840,4
2234,R300 ,R302 ,10622.44,0.62,102469,6
2235,R300 ,R354 ,19945.87,1.16,102327,4
2236,R300 ,R377 ,17565.23,1.02,98398,9
2237,R300 ,R305 ,14789.51,0.86,81809,6
2238,R200 ,R237 ,17540.29,1.02,81739,9
2239,R300 ,R327 ,16317.28,0.95,102368,6
2240,R300 ,R369 ,12964.15,0.76,82422,4
2241,R400 ,R431 ,14083.83,0.82,82689,3
2243,R300 ,R306 ,13982.8,0.82,98028,6
2244,R300 ,R355 ,15384.29,0.9,84647,4
2245,R200 ,R206 ,18086.36,1.05,82114,9
2246,R400 ,R461 ,13631.19,0.8,82987,3
2247,R400 ,R451 ,14377,0.84,81651,2
2248,R300 ,R360 ,12583.95,0.73,82718,4
2249,R400 ,R460 ,13104.62,0.76,82302,1
2250,R400 ,R457 ,12185.7,0.71,82698,3
2251,R100 ,R150 ,15613.2,0.91,82608,5
2252,R200 ,R245 ,12439.23,0.73,82391,9
2253,R400 ,R467 ,13349.91,0.78,82792,2
2254,R100 ,R134 ,13982.43,0.82,79882,5
2255,R100 ,R118 ,12695.01,0.74,82319,7
2256,R400 ,R450 ,11696.3,0.68,81964,2
2258,R400 ,R429 ,13082.13,0.76,85561,1
2259,R400 ,R412 ,23898.41,1.39,87461,3
2260,R200 ,R248 ,16211.26,0.95,98284,9
2261,R100 ,R179 ,21320.48,1.24,96619,8
2262,R400 ,R430 ,11808.71,0.69,82719,3
2264,R300 ,R324 ,27120.06,1.58,102684,4
2265,R300 ,R318 ,11890.78,0.69,82459,4
2266,R100 ,R174 ,18072.21,1.05,82387,5
2267,R400 ,R470 ,13125.4,0.77,82677,1
2268,R200 ,R246 ,12944.3,0.75,82302,9
2269,R300 ,R360 ,12743.29,0.74,82054,4
2270,R200 ,R220 ,17684.44,1.03,82589,9
2271,R400 ,R415 ,20206.73,1.18,84460,3
2272,R400 ,R441 ,15535.61,0.91,82290,3
2273,R300 ,R353 ,12140.39,0.71,82402,6
2274,R300 ,R340 ,12462.88,0.73,82754,4
2275,R200 ,R207 ,15040.35,0.88,82932,9
2276,R300 ,R340 ,13076.17,0.76,82715,4
2277,R300 ,R337 ,15381.21,0.9,79507,4
2278,R300 ,R306 ,8577.29,0.5,82776,6
2279,R300 ,R359 ,11524.71,0.67,82048,4
2280,R200 ,R239 ,18666.58,1.09,82375,9
2281,R200 ,R233 ,16828.93,0.98,82439,9
2283,R300 ,R302 ,10424.27,0.61,81779,6
2284,R100 ,R167 ,9327.15,0.54,82310,6
2287,R400 ,R452 ,14367.85,0.84,82476,1
2288,R300 ,R322 ,11427.84,0.67,98196,6
2289,R300 ,R314 ,13654.12,0.8,102718,4
2290,R200 ,R265 ,17523.14,1.02,82140,10
2292,R400 ,R428 ,13748.51,0.8,82304,1
2294,R400 ,R457 ,13577.8,0.79,82848,3
2295,R400 ,R467 ,11937.38,0.7,82713,2
2296,R300 ,R370 ,11253.68,0.66,82845,3
2297,R400 ,R457 ,13328.51,0.78,82301,3
2300,R100 ,R163 ,23676.61,1.38,102560,5
2301,R300 ,R315 ,12067.75,0.7,79580,4
2302,R400 ,R431 ,12003.96,0.7,82325,3
2303,R100 ,R107 ,21916.35,1.28,102791,7
2304,R200 ,R202 ,16984.39,0.99,92431,9
2305,R400 ,R460 ,13259.1,0.77,83617,1
2306,R200 ,R245 ,12004.62,0.7,81802,9
2307,R200 ,R236 ,21543.6,1.26,87697,9
2308,R300 ,R351 ,11655,0.68,82714,3
2309,R200 ,R232 ,14751.69,0.86,102578,9
2310,R400 ,R415 ,16000.5,0.93,81887,3
2312,R400 ,R453 ,23583.75,1.38,92086,3
2313,R100 ,R163 ,31423.53,1.83,104449,5
2314,R200 ,R265 ,15517.41,0.91,82921,10
2315,R400 ,R447 ,21727.61,1.27,82276,1
2316,R300 ,R320 ,15477.38,0.9,97942,4
2317,R300 ,R320 ,19986.85,1.17,103536,4
2319,R200 ,R207 ,19689.77,1.15,82769,9
2320,R300 ,R303 ,15413.78,0.9,103649,6
2321,R100 ,R111 ,16703.16,0.97,103492,5
2322,R100 ,R170 ,18035.07,1.05,82761,5
2323,R400 ,R466 ,13828.03,0.81,104043,3
2324,R400 ,R467 ,16118.75,0.94,82227,2
2325,R400 ,R452 ,11186.67,0.65,82428,1
2326,R100 ,R107 ,18733.23,1.09,103451,7
2327,R100 ,R136 ,13390.27,0.78,82875,5
2328,R200 ,R207 ,16998.92,0.99,83584,9
2329,R200 ,R219 ,20467.54,1.19,84992,9
2330,R100 ,R117 ,13410.92,0.78,82072,5
2331,R300 ,R350 ,17189.98,1,82050,4
2332,R300 ,R351 ,12842.81,0.75,82366,4
2333,R300 ,R335 ,15113.19,0.88,79522,4
2334,R300 ,R306 ,9482,0.55,82479,6
2335,R300 ,R302 ,14171.57,0.83,101330,6
2337,R400 ,R417 ,11256.92,0.66,82257,3
2338,R300 ,R326 ,19559.39,1.14,101316,6
2339,R200 ,R262 ,30081,1.75,88269,10
2340,R100 ,R163 ,18175.89,1.06,103620,5
2341,R300 ,R375 ,13774.94,0.8,82599,9
2342,R300 ,R341 ,14026.97,0.82,102964,6
2343,R100 ,R179 ,13508.68,0.79,82251,8
2345,R100 ,R118 ,14386.95,0.84,82330,7
2346,R100 ,R171 ,14719.41,0.86,82289,5
2347,R200 ,R218 ,11198.63,0.65,82277,9
2348,R100 ,R150 ,13182.36,0.77,82360,5
2349,R200 ,R250 ,17487.19,1.02,103132,9
2350,R200 ,R219 ,17382.19,1.01,97725,9
2351,R100 ,R174 ,13315.86,0.78,79494,5
2354,R300 ,R375 ,15840.96,0.92,103776,9
2355,R300 ,R340 ,10969.41,0.64,82363,4
2356,R300 ,R304 ,13665.86,0.8,82201,6
2357,R100 ,R129 ,21272.94,1.24,82116,6
2358,R100 ,R173 ,12503.48,0.73,82246,5
2359,R200 ,R213 ,13391.61,0.78,82322,9
2360,R300 ,R333 ,18988.72,1.11,103204,4
2361,R400 ,R460 ,17916.09,1.04,92397,1
2362,R300 ,R369 ,13196.91,0.77,103637,4
2363,R300 ,R320 ,15580.11,0.91,103715,4
2364,R300 ,R313 ,16405.13,0.96,111024,4
2365,R300 ,R374 ,18410.06,1.07,103609,9
2366,R300 ,R314 ,13287.57,0.78,82209,4
2367,R300 ,R333 ,13534.64,0.79,82289,4
2368,R300 ,R380 ,11108.29,0.65,82270,9
2369,R300 ,R320 ,11140.3,0.65,82334,4
2370,R300 ,R365 ,20821.61,1.21,100164,4
2371,R200 ,R262 ,29785.77,1.74,88020,10
2372,R200 ,R262 ,36310.74,2.12,87847,10
2373,R100 ,R141 ,23314.18,1.36,88792,5
2374,R300 ,R306 ,11208.65,0.65,82292,6
2375,R300 ,R340 ,11086.8,0.65,82382,4
2376,R300 ,R365 ,13742.95,0.8,101479,4
2377,R300 ,R353 ,11964.7,0.7,82341,6
2378,R100 ,R115 ,18158.26,1.06,102945,5
2379,R400 ,R457 ,13095.58,0.76,82376,3
2380,R400 ,R469 ,15786.46,0.92,83341,2
2381,R400 ,R446 ,20390.42,1.19,82841,2
2382,R400 ,R416 ,10784.53,0.63,82487,2
2383,R100 ,R107 ,19469.75,1.14,103679,7
2384,R400 ,R422 ,17722.2,1.03,82585,2
2385,R400 ,R430 ,14009.86,0.82,81934,3
2386,R200 ,R218 ,12348.87,0.72,101445,9
2387,R300 ,R335 ,12542.55,0.73,82295,4
2388,R100 ,R150 ,15505.85,0.9,82046,5
2389,R300 ,R304 ,20579.06,1.2,103125,6
2390,R100 ,R163 ,23943.77,1.4,105381,5
2391,R100 ,R138 ,13943.97,0.81,82922,5
2392,R400 ,R450 ,15908.74,0.93,82089,2
2394,R400 ,R415 ,13287.04,0.77,82259,3
2395,R300 ,R355 ,14161.52,0.83,82534,4
2396,R300 ,R370 ,11884.73,0.69,82555,3
2397,R200 ,R244 ,15628.89,0.91,83338,9
2398,R200 ,R240 ,17118.96,1,88129,9
2399,R400 ,R461 ,14808.26,0.86,82540,3
2400,R300 ,R375 ,15323.16,0.89,102712,9
2403,R100 ,R176 ,25435.33,1.48,102986,8
2404,R300 ,R380 ,15046.5,0.88,79480,9
2406,R100 ,R102 ,23477.23,1.37,97351,5
2407,R300 ,R358 ,10225.27,0.6,82339,3
2408,R200 ,R208 ,14322.74,0.84,82396,9
2409,R300 ,R341 ,14274.87,0.83,82387,6
2410,R200 ,R257 ,61584.24,3.59,89082,9
2411,R200 ,R257 ,50207.23,2.93,86764,9
2412,R200 ,R257 ,48383.53,2.82,86717,9
2414,R100 ,R117 ,13409.28,0.78,82272,5
2415,R100 ,R148 ,13091.96,0.76,79563,5
2418,R400 ,R462 ,16515.58,0.96,82365,3
2419,R300 ,R311 ,16511.15,0.96,103695,6
2420,R200 ,R250 ,13985.84,0.82,82255,9
2421,R200 ,R244 ,15128.36,0.88,82941,9
2422,R100 ,R129 ,13669.47,0.8,82291,6
2423,R100 ,R123 ,19437.21,1.13,82301,7
2424,R200 ,R207 ,17662.86,1.03,82183,9
2425,R300 ,R342 ,8287.99,0.48,82124,6
2426,R300 ,R327 ,14875.68,0.87,103658,6
2427,R300 ,R310 ,20554.44,1.2,87393,4
2428,R300 ,R304 ,14166.64,0.83,82240,6
2429,R300 ,R322 ,11837.59,0.69,82343,6
2430,R400 ,R428 ,14300.46,0.83,85134,1
2431,R300 ,R334 ,13900.18,0.81,102189,4
2432,R400 ,R439 ,12124.78,0.71,82311,1
2433,R400 ,R439 ,10645.27,0.62,82236,1
2434,R400 ,R460 ,16641.42,0.97,81961,1
2436,R400 ,R417 ,12524.26,0.73,82324,3
